stfgov,stflife,stfeco,stfdem,reform,education,edulevel,male,age,edulevel.1,society,polinterest,tv,religious,ideology,family,prosp,absdate,difdate,pdwrk,unempl,hswrk,Treatment,pscores,distance,weights
6,8,5,10,1,0,1,1,74,1,5,4,3,4,5,0,0,15,15,0,0,0,Treated,0.314954075039093,0.314954075039093,1
3,5,4,8,0,0,2,1,19,2,5,4,2,3,9,0,0,6,-6,0,1,0,Control,0.5937472038171453,0.5937472038171453,1
7,9,5,10,0,0,3,1,87,3,6,3,2,4,4,0,0,22,-22,0,0,0,Control,0.2588042347726759,0.2588042347726759,1
9,10,10,10,0,0,2,1,53,2,5,1,1,1,5,1,0,19,-19,0,0,0,Control,0.3974681380071944,0.3974681380071944,1
2,8,5,8,0,0,3,1,57,3,5,3,2,3,4,0,0,18,-18,1,0,1,Control,0.3781176263587447,0.3781176263587447,1
4,10,8,8,1,0,3,0,67,3,5,4,3,8,9,0,0,57,57,0,0,0,Treated,0.40161130005115714,0.40161130005115714,1
6,9,8,7,0,0,2,1,42,2,8,2,1,2,3,0,1,4,-4,1,0,0,Control,0.4522550339291383,0.4522550339291383,1
3,9,7,5,1,0,3,0,56,3,5,2,1,4,5,0,0,51,51,1,0,0,Treated,0.43011517489170914,0.43011517489170914,1
8,8,6,9,0,1,2,0,19,2,6,2,0,3,4,0,1,28,-28,0,0,1,Control,0.49890464317504735,0.49890464317504735,1
7,9,8,8,1,0,5,0,31,5,5,2,1,3,8,0,1,3,3,0,1,0,Treated,0.5442247687209874,0.5442247687209874,1
5,8,3,5,0,1,4,0,26,4,5,3,1,8,4,0,0,30,-30,0,0,0,Control,0.47868979102425796,0.47868979102425796,1
2,8,3,5,0,0,5,0,45,5,5,3,1,8,7,0,0,1,-1,0,1,0,Control,0.5158180836593825,0.5158180836593825,1
3,8,2,3,0,1,2,0,21,2,3,2,1,3,10,0,0,17,-17,0,1,0,Control,0.49986851670693494,0.49986851670693494,1
7,8,7,8,1,1,2,0,19,2,7,2,2,7,1,0,0,9,9,0,0,1,Treated,0.47754985647086867,0.47754985647086867,1
6,9,6,6,0,0,5,0,64,5,9,2,2,5,6,0,0,21,-21,0,0,0,Control,0.3718138014415142,0.3718138014415142,1
3,9,5,8,1,0,2,0,61,2,4,4,3,5,3,0,0,15,15,0,0,0,Treated,0.3891149978735314,0.3891149978735314,1
3,8,3,8,0,0,3,0,61,3,7,4,2,5,7,0,0,5,-5,1,0,0,Control,0.4158886442062669,0.4158886442062669,1
3,8,3,4,1,0,6,0,53,6,5,3,2,4,3,0,0,62,62,1,0,1,Treated,0.40596198947901,0.40596198947901,1
2,10,2,8,1,0,3,0,56,3,5,2,4,8,8,0,0,34,34,1,0,0,Treated,0.4181521046400615,0.4181521046400615,1
5,10,10,5,1,0,3,1,53,3,7,3,2,5,5,0,1,43,43,1,0,0,Treated,0.4136606061025173,0.4136606061025173,1
3,10,5,5,0,0,3,1,77,3,6,3,4,1,7,0,0,36,-36,0,0,1,Control,0.2608483073071904,0.2608483073071904,1
4,10,7,6,0,0,3,1,62,3,8,2,4,5,5,0,0,17,-17,1,0,0,Control,0.33170925616629326,0.33170925616629326,1
4,9,7,9,1,0,6,1,51,6,8,3,3,5,7,1,0,28,28,1,0,0,Treated,0.3951749515115729,0.3951749515115729,1
8,8,8,10,0,0,6,1,83,6,6,4,5,5,5,0,0,25,-25,0,0,0,Control,0.23211361625400664,0.23211361625400664,1
8,9,6,9,0,0,3,1,53,3,6,4,3,8,2,1,0,14,-14,1,0,0,Control,0.4115444554082199,0.4115444554082199,1
1,9,8,6,0,0,4,1,50,4,9,2,1,7,7,0,1,33,-33,1,0,0,Control,0.45532754094000594,0.45532754094000594,1
5,9,5,7,0,1,2,1,18,2,7,2,1,4,9,1,1,11,-11,0,0,0,Control,0.48882772032631805,0.48882772032631805,1
8,9,8,10,1,0,5,1,57,5,7,4,4,0,5,0,0,25,25,1,0,0,Treated,0.3217777460097804,0.3217777460097804,1
4,8,7,7,0,1,2,1,18,2,8,3,1,0,7,1,0,33,-33,0,0,0,Control,0.4561580399631897,0.4561580399631897,1
3,9,8,8,0,0,6,1,53,6,7,3,2,2,7,1,0,29,-29,1,0,0,Control,0.38305016727667274,0.38305016727667274,1
4,8,5,7,0,0,3,1,55,3,6,2,2,3,5,1,1,21,-21,1,0,0,Control,0.38449784714257135,0.38449784714257135,1
8,9,5,9,0,0,3,1,58,3,7,3,3,5,5,1,0,13,-13,1,0,0,Control,0.3729563492415278,0.3729563492415278,1
6,10,7,7,0,0,6,0,50,6,7,3,2,7,6,1,1,29,-29,1,0,0,Control,0.45365735519745243,0.45365735519745243,1
2,10,8,9,0,0,3,1,78,3,6,4,4,5,8,0,0,31,-31,0,0,0,Control,0.2895247557731908,0.2895247557731908,1
4,9,7,6,1,0,2,1,26,2,7,3,1,0,6,1,0,16,16,1,0,0,Treated,0.5355044283604246,0.5355044283604246,1
6,9,6,8,1,0,5,1,36,5,5,2,1,3,7,1,1,55,55,1,0,1,Treated,0.49017412075769834,0.49017412075769834,1
5,8,8,8,1,0,6,0,35,6,7,2,1,5,7,0,1,55,55,1,0,1,Treated,0.5275948484537285,0.5275948484537285,1
1,10,1,5,1,0,1,0,77,1,7,2,3,8,5,0,0,26,26,0,0,1,Treated,0.33769007165234877,0.33769007165234877,1
1,10,2,7,1,1,2,1,21,2,10,2,1,3,2,0,0,24,24,0,0,0,Treated,0.43368278491941276,0.43368278491941276,1
6,10,6,8,1,1,2,1,19,2,5,3,1,3,7,0,0,6,-6,1,0,0,Treated,0.4757948427342762,0.4757948427342762,1
6,10,7,8,1,0,3,0,67,3,8,3,5,5,6,0,0,1,1,0,0,0,Treated,0.3263258398077876,0.3263258398077876,1
6,9,8,7,0,0,3,1,43,3,6,2,3,7,5,1,0,33,-33,1,0,1,Control,0.451910284835942,0.451910284835942,1
8,4,9,6,0,0,6,0,41,6,2,3,1,7,4,0,1,35,-35,0,1,1,Control,0.5104563250090002,0.5104563250090002,1
4,9,7,7,1,0,3,1,35,3,8,4,6,5,6,0,0,29,29,1,0,0,Treated,0.43684034447548503,0.43684034447548503,1
5,9,8,8,1,0,2,0,59,2,7,3,2,5,7,0,0,44,44,1,0,0,Treated,0.4249091655406417,0.4249091655406417,1
5,9,7,7,0,0,6,0,68,6,7,3,2,8,6,0,0,33,-33,1,0,0,Control,0.37637232142285376,0.37637232142285376,1
7,9,7,6,1,0,1,1,17,1,8,2,2,1,4,0,0,43,43,0,0,0,Treated,0.557741024950451,0.557741024950451,1
6,10,6,8,0,0,6,0,34,6,7,3,2,6,3,0,1,12,-12,1,0,0,Control,0.5101944119514831,0.5101944119514831,1
5,8,5,7,0,0,3,0,47,3,6,3,3,8,2,1,1,26,-26,1,0,0,Control,0.45860952753832096,0.45860952753832096,1
5,10,8,5,1,0,6,0,59,6,7,4,2,10,5,0,0,8,8,1,0,0,Treated,0.4347465963872378,0.4347465963872378,1
6,10,8,9,0,0,1,1,17,1,7,2,2,3,7,0,0,19,-19,0,0,0,Control,0.5861581872776923,0.5861581872776923,1
6,10,6,6,1,0,1,0,78,1,7,2,2,5,2,0,0,6,6,0,0,0,Treated,0.3182284669734409,0.3182284669734409,1
7,10,8,8,1,0,3,0,26,3,6,2,1,4,3,0,0,35,35,1,0,0,Treated,0.5649095121296214,0.5649095121296214,1
6,8,8,7,0,0,2,0,36,2,7,3,1,7,6,0,1,34,-34,0,1,0,Control,0.5642367895889,0.5642367895889,1
4,8,8,7,1,0,2,0,49,2,7,2,3,3,5,1,0,7,7,1,0,1,Treated,0.42448066091814196,0.42448066091814196,1
2,10,4,7,0,0,7,0,60,7,8,3,2,10,7,0,0,33,-33,1,0,0,Control,0.4254314046350228,0.4254314046350228,1
0,10,4,7,1,0,3,1,48,3,7,2,2,6,8,0,1,27,27,1,0,0,Treated,0.45136483034823593,0.45136483034823593,1
3,8,5,8,1,0,2,1,50,2,5,3,2,2,7,1,1,14,14,1,0,0,Treated,0.4223355950853659,0.4223355950853659,1
6,9,6,9,1,0,4,0,41,4,5,3,2,4,8,0,0,33,33,1,0,0,Treated,0.4977032722692675,0.4977032722692675,1
8,10,10,8,1,0,6,0,88,6,5,3,2,10,4,0,0,16,16,0,0,0,Treated,0.2967694664651632,0.2967694664651632,1
8,8,8,8,1,0,6,1,37,6,5,3,1,2,7,0,1,6,6,1,0,0,Treated,0.47834755935907497,0.47834755935907497,1
5,9,6,8,1,1,2,0,19,2,4,3,2,6,2,0,1,14,14,0,0,0,Treated,0.4835063624341603,0.4835063624341603,1
3,8,6,8,1,1,4,0,24,4,3,2,0,6,6,0,0,16,16,0,0,0,Treated,0.4957986813081363,0.4957986813081363,1
4,7,4,5,0,0,3,1,61,3,6,2,3,5,4,0,0,8,-8,0,0,0,Control,0.35000115173876967,0.35000115173876967,1
8,10,7,8,1,0,1,0,74,1,5,2,3,5,9,0,0,14,14,0,0,0,Treated,0.3481936761089147,0.3481936761089147,1
4,10,4,7,1,0,3,1,48,3,8,2,2,3,4,0,0,27,27,0,1,1,Treated,0.4112375787596765,0.4112375787596765,1
5,10,2,10,0,1,2,0,20,2,8,3,1,3,5,0,1,12,-12,0,0,0,Control,0.4851835567070202,0.4851835567070202,1
7,10,5,9,0,0,3,1,62,3,7,3,2,2,2,0,0,22,-22,0,1,1,Control,0.3393919876409308,0.3393919876409308,1
3,8,8,7,1,0,3,1,45,3,6,2,2,2,3,0,1,18,18,1,0,1,Treated,0.41527598540863486,0.41527598540863486,1
8,8,7,10,1,0,4,1,74,4,5,4,6,0,6,0,0,1,1,0,0,0,Treated,0.2361562613909462,0.2361562613909462,1
4,10,8,9,1,0,3,0,59,3,6,3,2,9,5,0,0,7,7,1,0,0,Treated,0.4399650297583683,0.4399650297583683,1
3,8,8,3,1,0,1,1,75,1,7,3,4,7,7,0,0,2,2,0,0,0,Treated,0.3147490045148347,0.3147490045148347,1
4,8,4,6,1,1,2,0,18,2,6,3,2,3,4,0,0,44,44,1,0,0,Treated,0.47349675374374683,0.47349675374374683,1
4,8,6,5,1,0,3,1,43,3,6,2,1,5,5,0,1,16,16,1,0,1,Treated,0.4738388773375914,0.4738388773375914,1
6,9,4,8,0,0,3,1,44,3,7,2,3,5,3,1,0,29,-29,1,0,1,Control,0.42297749833106696,0.42297749833106696,1
0,10,5,5,1,0,3,0,55,3,5,1,2,5,5,0,0,4,4,0,0,0,Treated,0.41759822754401116,0.41759822754401116,1
8,9,6,8,1,0,3,0,49,3,7,3,2,5,7,1,0,28,28,1,0,0,Treated,0.4666291832366528,0.4666291832366528,1
7,9,5,9,0,0,6,0,51,6,7,3,2,5,3,1,0,28,-28,1,0,1,Control,0.4210823855502067,0.4210823855502067,1
4,6,5,6,0,0,3,1,59,3,6,3,3,4,8,1,0,34,-34,1,0,1,Control,0.3747349853391836,0.3747349853391836,1
8,8,3,8,0,0,7,0,31,7,6,3,2,2,3,0,0,9,-9,1,0,0,Control,0.4895841015388998,0.4895841015388998,1
4,10,7,8,1,1,4,1,23,4,7,4,2,5,3,1,0,9,9,0,0,0,Treated,0.42813041285575365,0.42813041285575365,1
0,9,4,5,0,1,6,0,23,6,6,3,1,0,9,0,0,20,-20,1,0,0,Control,0.4432175678704625,0.4432175678704625,1
6,9,7,7,1,1,4,1,25,4,6,4,0,0,7,0,0,9,9,1,0,1,Treated,0.43669380316902273,0.43669380316902273,1
4,7,6,6,0,0,7,0,54,7,7,4,4,4,1,0,0,23,-23,1,0,0,Control,0.35713291866624053,0.35713291866624053,1
7,9,9,10,0,1,2,1,25,2,4,2,5,1,2,0,0,38,-38,0,0,0,Control,0.3361037490467206,0.3361037490467206,1
8,9,8,9,0,0,6,0,56,6,7,3,2,5,2,0,1,38,-38,1,0,1,Control,0.3933882688082114,0.3933882688082114,1
4,8,5,6,1,0,4,1,22,4,7,3,2,1,7,1,0,6,6,1,0,1,Treated,0.535922901225021,0.535922901225021,1
6,10,4,7,1,0,3,1,45,3,5,3,2,10,5,0,1,60,60,1,0,0,Treated,0.4902077059513547,0.4902077059513547,1
4,9,6,8,1,0,5,0,44,5,6,2,2,9,5,0,1,6,6,0,0,1,Treated,0.4933066295969791,0.4933066295969791,1
7,8,7,8,0,1,4,0,21,4,8,2,2,6,2,0,0,28,-28,1,0,0,Control,0.4518749743136425,0.4518749743136425,1
6,10,8,8,0,0,7,0,62,7,8,3,3,7,5,0,0,26,-26,1,0,1,Control,0.36865941031885213,0.36865941031885213,1
5,8,6,7,0,1,2,0,19,2,7,2,0,1,2,0,1,27,-27,1,0,0,Control,0.4743695660916731,0.4743695660916731,1
8,9,10,10,1,0,1,0,78,1,7,3,3,5,7,0,0,5,5,0,0,0,Treated,0.32742999957513014,0.32742999957513014,1
7,8,7,8,1,0,6,0,41,6,8,2,1,7,5,0,1,10,10,0,1,1,Treated,0.5037107936158063,0.5037107936158063,1
3,4,3,7,1,0,3,1,44,3,2,2,2,1,5,0,1,6,6,1,0,0,Treated,0.42444471246069637,0.42444471246069637,1
3,9,3,7,1,0,4,0,20,4,9,4,1,7,7,0,1,43,43,1,0,0,Treated,0.6357818454631889,0.6357818454631889,1
1,9,4,8,0,0,4,0,22,4,5,1,1,0,1,0,0,15,-15,1,0,0,Control,0.5338863843591828,0.5338863843591828,1
8,10,8,10,0,1,7,0,34,7,6,3,1,0,2,0,1,22,-22,1,0,1,Control,0.3563618062374608,0.3563618062374608,1
1,9,3,7,0,0,2,0,64,2,8,2,4,3,7,0,0,35,-35,1,0,0,Control,0.3461109292021904,0.3461109292021904,1
6,8,6,9,1,0,2,1,37,2,6,2,3,4,9,0,1,28,28,1,0,0,Treated,0.482626022432974,0.482626022432974,1
7,9,8,8,1,0,6,1,38,6,6,3,1,1,3,0,1,8,8,1,0,1,Treated,0.4476145975692167,0.4476145975692167,1
6,9,3,5,1,1,4,1,21,4,7,4,2,1,10,1,0,7,7,0,0,0,Treated,0.4391933848494165,0.4391933848494165,1
4,9,2,7,1,0,7,0,35,7,7,3,1,6,8,0,1,21,21,1,0,1,Treated,0.5398678705318368,0.5398678705318368,1
6,7,7,6,0,0,5,1,50,5,6,3,3,3,7,0,0,23,-23,1,0,0,Control,0.3929934874502405,0.3929934874502405,1
6,9,4,7,0,1,2,0,37,2,6,2,3,9,7,1,1,30,-30,0,0,0,Control,0.41514796168824397,0.41514796168824397,1
4,9,7,8,1,0,6,1,55,6,8,4,1,5,7,1,0,11,11,1,0,0,Treated,0.41849550048031603,0.41849550048031603,1
8,9,8,8,0,0,6,1,54,6,7,3,2,5,7,0,0,24,-24,1,0,0,Control,0.39966366922362834,0.39966366922362834,1
2,8,6,7,1,0,3,1,43,3,7,3,2,5,7,0,1,53,53,1,0,1,Treated,0.4702022033431142,0.4702022033431142,1
8,8,5,9,1,0,6,0,35,6,7,2,1,10,3,0,1,2,2,1,0,1,Treated,0.5467476957037324,0.5467476957037324,1
2,8,7,8,1,0,5,1,43,5,5,3,1,3,4,0,0,48,48,0,0,1,Treated,0.4496594752724262,0.4496594752724262,1
6,9,7,10,0,0,3,0,81,3,8,3,3,8,7,0,0,33,-33,0,0,1,Control,0.3226806676800998,0.3226806676800998,1
8,8,5,10,0,0,3,1,56,3,0,2,3,8,0,0,1,33,-33,0,0,0,Control,0.3807917516692429,0.3807917516692429,1
3,2,5,3,0,0,2,0,89,2,8,2,2,5,5,0,0,33,-33,0,0,1,Control,0.2790272082280935,0.2790272082280935,1
8,9,4,8,1,0,7,1,42,7,9,4,1,4,6,0,1,51,51,1,0,0,Treated,0.46194998099338247,0.46194998099338247,1
4,9,4,8,0,0,3,1,24,3,7,4,2,2,6,0,0,7,-7,1,0,0,Control,0.5419872713799798,0.5419872713799798,1
6,9,6,7,0,0,3,1,58,3,7,4,3,6,8,0,0,13,-13,1,0,1,Control,0.39898743062600167,0.39898743062600167,1
4,8,5,8,0,1,2,1,18,2,7,2,1,0,7,0,1,12,-12,0,0,1,Control,0.45034124613093907,0.45034124613093907,1
4,8,5,6,0,0,5,0,48,5,8,2,1,6,9,0,1,18,-18,1,0,1,Control,0.4864529635525742,0.4864529635525742,1
5,10,9,8,1,0,5,0,69,5,6,2,2,5,8,0,0,24,24,1,0,0,Treated,0.35975997703339296,0.35975997703339296,1
10,10,10,10,1,0,5,0,75,5,5,3,2,5,5,0,0,6,6,0,0,0,Treated,0.32811755919996477,0.32811755919996477,1
8,10,8,9,1,0,7,0,43,7,9,3,2,5,8,0,1,13,13,1,0,1,Treated,0.4738130291436507,0.4738130291436507,1
6,8,5,10,0,0,3,1,56,3,7,4,4,8,6,1,0,27,-27,1,0,0,Control,0.396257737338609,0.396257737338609,1
7,8,7,8,0,0,6,1,40,6,7,3,2,3,4,0,1,22,-22,1,0,0,Control,0.438157459356234,0.438157459356234,1
7,10,5,6,1,0,3,1,43,3,8,3,2,7,7,0,0,55,55,1,0,0,Treated,0.4842633548051198,0.4842633548051198,1
3,7,6,8,0,0,4,0,20,4,4,3,2,6,5,0,1,29,-29,0,0,0,Control,0.6002655949158091,0.6002655949158091,1
1,1,1,1,0,0,5,0,54,5,1,4,1,1,1,1,0,20,-20,1,0,0,Control,0.40430049483337477,0.40430049483337477,1
5,7,4,5,1,0,2,1,58,2,7,3,2,1,7,0,0,15,15,1,0,0,Treated,0.376594257377324,0.376594257377324,1
2,6,6,3,1,0,3,1,51,3,6,3,2,3,7,1,1,5,5,1,0,0,Treated,0.4180674806522909,0.4180674806522909,1
6,9,7,8,0,0,6,1,28,6,5,3,2,7,3,1,0,25,-25,1,0,0,Control,0.5227231489878786,0.5227231489878786,1
6,8,8,8,1,0,6,1,62,6,5,2,2,0,8,1,0,1,1,1,0,0,Treated,0.3289421081713766,0.3289421081713766,1
0,8,2,8,1,1,4,1,20,4,6,4,4,0,8,0,0,52,52,0,0,1,Treated,0.39290829168777275,0.39290829168777275,1
7,9,7,9,0,1,2,0,18,2,8,2,1,1,5,0,0,11,-11,0,0,0,Control,0.4734052475601003,0.4734052475601003,1
5,10,7,9,0,0,1,1,68,1,8,3,6,3,8,0,0,5,-5,0,0,0,Control,0.2902787173816434,0.2902787173816434,1
6,8,6,7,1,0,7,1,57,7,7,3,3,7,7,1,0,29,29,1,0,0,Treated,0.37655638080777415,0.37655638080777415,1
9,10,8,10,1,0,1,1,66,1,8,3,3,8,7,1,0,1,1,0,0,0,Treated,0.37680155700697654,0.37680155700697654,1
4,7,2,5,1,0,3,0,43,3,6,4,2,8,4,0,1,16,16,1,0,1,Treated,0.5119140355872851,0.5119140355872851,1
6,9,7,6,0,0,3,0,41,3,6,3,2,7,5,0,1,21,-21,1,0,0,Control,0.5120116701741537,0.5120116701741537,1
4,10,9,7,0,0,3,0,70,3,7,4,2,7,5,0,0,29,-29,0,0,0,Control,0.3798001600910454,0.3798001600910454,1
5,8,6,8,1,0,1,1,49,1,7,3,3,5,7,1,1,27,27,1,0,0,Treated,0.4354085070902137,0.4354085070902137,1
6,9,7,8,0,0,3,1,58,3,5,3,1,5,7,0,0,22,-22,1,0,1,Control,0.41822763481909125,0.41822763481909125,1
4,9,4,8,0,0,6,0,39,6,7,3,3,6,8,0,0,15,-15,1,0,1,Control,0.48986742586054566,0.48986742586054566,1
4,8,2,7,0,0,1,1,73,1,4,2,1,4,10,0,0,22,-22,0,0,1,Control,0.3610834948038613,0.3610834948038613,1
7,6,5,7,1,0,7,0,52,7,6,3,2,8,4,1,0,29,29,0,1,0,Treated,0.43722282858298894,0.43722282858298894,1
3,9,6,8,1,0,5,1,51,5,7,3,2,2,3,1,1,16,16,1,0,0,Treated,0.3811717429725234,0.3811717429725234,1
4,8,6,6,0,0,7,1,35,7,6,3,1,3,2,0,0,15,-15,1,0,1,Control,0.4661928462596186,0.4661928462596186,1
8,8,7,9,1,0,3,1,59,3,6,3,2,0,4,1,0,18,18,1,0,0,Treated,0.34785371675834803,0.34785371675834803,1
8,10,8,10,0,0,7,1,56,7,8,4,2,4,2,0,0,12,-12,1,0,0,Control,0.3621516643856909,0.3621516643856909,1
8,9,6,9,0,0,6,0,56,6,6,2,2,3,7,0,0,27,-27,0,0,0,Control,0.39493778954834724,0.39493778954834724,1
7,9,8,8,0,0,7,1,54,7,8,4,1,8,5,1,1,19,-19,1,0,0,Control,0.4302101457394862,0.4302101457394862,1
4,8,6,2,1,0,3,1,41,3,8,3,1,7,3,0,0,29,29,1,0,0,Treated,0.49452474885417896,0.49452474885417896,1
6,10,8,8,1,0,6,1,45,6,7,3,4,1,7,0,1,27,27,1,0,0,Treated,0.3777863058240009,0.3777863058240009,1
3,9,5,7,1,0,3,1,83,3,5,3,3,7,7,0,0,8,8,0,0,0,Treated,0.28849868192294237,0.28849868192294237,1
3,9,3,8,1,0,7,1,68,7,7,4,4,0,1,0,0,7,7,0,0,0,Treated,0.25353298424555676,0.25353298424555676,1
7,10,5,10,1,0,7,1,66,7,8,3,2,2,2,0,0,6,6,1,0,0,Treated,0.30032419378112696,0.30032419378112696,1
3,9,5,8,1,0,3,0,59,3,7,3,3,3,3,0,0,6,6,1,0,0,Treated,0.37000513238898747,0.37000513238898747,1
4,8,6,8,1,0,3,0,30,3,8,2,1,5,8,0,0,16,16,1,0,0,Treated,0.5736077115908268,0.5736077115908268,1
7,9,7,7,1,0,6,1,68,6,6,3,1,5,6,0,0,34,34,0,0,0,Treated,0.3499763306176747,0.3499763306176747,1
7,9,4,7,0,0,6,0,68,6,6,3,5,5,6,0,0,26,-26,0,0,1,Control,0.3073569488560233,0.3073569488560233,1
8,1,8,10,1,0,6,1,55,6,8,4,2,7,5,0,0,9,9,1,0,0,Treated,0.40634334973700964,0.40634334973700964,1
3,9,6,8,0,0,3,0,62,3,5,4,4,5,8,0,0,25,-25,0,0,1,Control,0.38161506759224456,0.38161506759224456,1
6,9,6,7,0,0,6,0,50,6,6,3,4,4,5,1,1,12,-12,1,0,1,Control,0.3923385318656659,0.3923385318656659,1
3,9,3,8,0,1,4,0,24,4,4,2,3,7,5,0,0,19,-19,0,0,0,Control,0.4428799184440732,0.4428799184440732,1
3,10,5,7,0,1,4,0,25,4,4,2,2,1,0,0,0,26,-26,1,0,0,Control,0.3911009119703612,0.3911009119703612,1
8,8,8,8,0,0,6,0,33,6,4,3,2,9,3,0,0,8,-8,0,0,1,Control,0.5395322517417385,0.5395322517417385,1
4,9,4,10,1,0,6,1,59,6,8,4,2,6,8,0,0,3,3,1,0,0,Treated,0.3934840402551051,0.3934840402551051,1
0,7,1,0,1,0,2,1,53,2,5,4,2,5,5,0,0,22,22,1,0,0,Treated,0.42765732303483545,0.42765732303483545,1
3,9,5,9,1,0,5,1,56,5,7,3,2,3,8,1,1,50,50,1,0,0,Treated,0.38642419413781764,0.38642419413781764,1
6,7,5,9,0,0,5,0,58,5,6,2,2,5,5,0,0,5,-5,1,0,0,Control,0.3972607869048063,0.3972607869048063,1
4,9,6,9,0,0,6,0,57,6,6,4,2,6,8,0,0,4,-4,1,0,0,Control,0.4290044415909622,0.4290044415909622,1
7,10,8,10,1,0,3,1,60,3,6,4,2,6,6,0,0,18,18,1,0,0,Treated,0.3995553159943051,0.3995553159943051,1
5,10,10,10,1,0,6,0,72,6,9,4,6,6,7,0,0,9,9,0,0,1,Treated,0.28928024442290085,0.28928024442290085,1
8,9,7,8,1,0,3,0,63,3,8,3,2,5,5,0,0,6,6,0,0,1,Treated,0.3908441557088918,0.3908441557088918,1
5,10,5,7,0,1,4,1,19,4,5,3,2,5,3,0,1,1,-1,0,0,0,Control,0.44216184696879923,0.44216184696879923,1
8,10,5,8,1,1,2,1,18,2,7,3,1,5,5,0,0,20,20,0,0,0,Treated,0.48501362246964325,0.48501362246964325,1
5,10,8,8,0,0,5,1,53,5,8,3,2,8,9,0,0,3,-3,1,0,0,Control,0.44007335002685877,0.44007335002685877,1
4,9,6,3,1,1,2,0,16,2,7,2,0,2,5,0,0,16,16,0,0,0,Treated,0.5097134557769579,0.5097134557769579,1
5,8,7,7,0,0,3,1,56,3,7,3,3,5,8,0,0,26,-26,1,0,0,Control,0.39480190351277133,0.39480190351277133,1
2,4,1,2,0,0,2,0,55,2,1,3,1,9,6,0,0,29,-29,0,0,1,Control,0.49199423932163977,0.49199423932163977,1
3,9,3,7,1,0,6,0,72,6,5,2,3,7,7,0,0,9,9,0,0,0,Treated,0.33435560176906826,0.33435560176906826,1
5,9,3,7,1,0,7,0,46,7,7,3,2,1,5,0,1,15,15,1,0,0,Treated,0.41840266926129527,0.41840266926129527,1
4,9,6,7,1,0,6,0,58,6,8,3,2,6,3,0,0,8,8,1,0,0,Treated,0.394767870263462,0.394767870263462,1
1,4,2,5,0,0,2,1,54,2,3,2,3,1,4,0,0,7,-7,1,0,0,Control,0.3616349968159508,0.3616349968159508,1
6,9,6,6,0,0,2,0,45,2,8,3,2,5,7,0,0,29,-29,0,1,0,Control,0.49139225869441944,0.49139225869441944,1
1,9,1,4,0,0,3,1,63,3,9,3,0,9,5,0,0,5,-5,1,0,0,Control,0.4299014061277886,0.4299014061277886,1
